"datetime","main.aqi","co","no","no2","o3","so2","pm2_5","pm10","nh3","coord.lon","coord.lat","extraction_date_time","city_name"
"2023-11-18 21:00:17+08:00",2.0,433.92,0.0,7.54,62.23,1.91,8.66,10.84,2.63,120.5833,15.15,"2023-11-18 21:00:17.700276+08:00","Angeles City"
"2023-11-18 21:00:21+08:00",2.0,290.39,0.0,1.63,73.67,0.57,4.6,5.2,0.83,121.19,15.6181,"2023-11-18 21:00:21.580721+08:00","Antipolo"
"2023-11-18 21:00:22+08:00",2.0,330.45,0.0,1.25,82.25,1.39,6.13,6.25,0.17,123.5085,12.2285,"2023-11-18 21:00:23.279083+08:00","Bacolod"
"2023-11-18 21:00:28+08:00",2.0,447.27,0.0,9.08,86.55,6.56,9.5,14.6,3.01,120.929,14.459000000000001,"2023-11-18 21:00:30.339936+08:00","Bacoor"
"2023-11-18 21:00:32+08:00",2.0,260.35,0.0,1.08,77.25,0.78,2.2,2.63,0.28,122.8333,10.5333,"2023-11-18 21:00:33.016199+08:00","Bago City"
"2023-11-18 21:00:34+08:00",2.0,527.38,0.0,6.6,43.99,2.12,22.02,24.54,4.81,120.5931,16.4164,"2023-11-18 21:00:34.536785+08:00","Baguio"
"2023-11-18 21:00:36+08:00",1.0,236.99,0.0,0.71,59.37,0.26,2.2,2.37,0.56,123.1228,9.5911,"2023-11-18 21:00:37.085022+08:00","Bais"
"2023-11-18 21:00:39+08:00",2.0,313.76,0.0,2.42,83.69,1.28,6.95,8.73,1.31,120.5361,14.6761,"2023-11-18 21:00:39.921198+08:00","Balanga"
"2023-11-18 21:00:41+08:00",2.0,243.66,0.0,0.84,95.84,2.0,11.38,23.81,0.08,120.5649,18.0554,"2023-11-18 21:00:41.396921+08:00","Batac City"
"2023-11-18 21:00:43+08:00",2.0,387.19,0.0,7.28,76.53,4.05,9.63,13.19,2.34,121.05,13.75,"2023-11-18 21:00:43.720801+08:00","Batangas City"
"2023-11-18 21:00:46+08:00",1.0,270.37,0.0,1.54,47.92,0.27,2.75,3.01,1.17,122.8011,9.3636,"2023-11-18 21:00:46.205488+08:00","Bayawan"
"2023-11-18 21:00:48+08:00",2.0,340.46,0.0,0.72,91.55,3.31,13.72,14.99,0.0,123.7135,13.4083,"2023-11-18 21:00:48.956211+08:00","Baybay"
"2023-11-18 21:00:51+08:00",1.0,223.64,0.0,1.86,27.54,0.35,1.1,1.38,0.53,125.7675,8.7561,"2023-11-18 21:00:51.652332+08:00","Bayugan"
"2023-11-18 21:00:52+08:00",1.0,247.0,0.0,3.26,35.41,0.69,1.54,1.93,0.91,125.0336,11.0725,"2023-11-18 21:00:53.127005+08:00","Bislig"
"2023-11-18 21:00:55+08:00",2.0,433.92,0.0,10.11,85.83,9.54,7.97,12.58,3.2,121.0807,14.3427,"2023-11-18 21:00:55.647794+08:00","Biñan"
"2023-11-18 21:00:57+08:00",2.0,223.64,0.0,0.95,64.37,1.71,2.53,2.96,0.04,124.0055,11.0517,"2023-11-18 21:00:57.565378+08:00","Bogo"
"2023-11-18 21:00:58+08:00",1.0,195.27,0.0,0.61,52.93,0.2,2.39,2.94,0.05,125.4319,11.6081,"2023-11-18 21:00:58.877078+08:00","Borongan"
"2023-11-18 21:01:01+08:00",1.0,210.29,0.0,1.69,43.27,0.24,0.64,0.73,0.42,125.5436,8.9492,"2023-11-18 21:01:01.467811+08:00","Butuan"
"2023-11-18 21:01:02+08:00",1.0,203.61,0.0,2.08,47.92,0.31,0.68,0.75,0.08,125.5344,9.1236,"2023-11-18 21:01:03.173656+08:00","Cabadbaran"
"2023-11-18 21:01:05+08:00",2.0,320.44,0.0,2.16,76.53,0.69,5.26,5.96,1.44,120.9667,15.4833,"2023-11-18 21:01:05.371677+08:00","Cabanatuan City"
"2023-11-18 21:01:06+08:00",2.0,433.92,0.0,10.11,85.83,9.54,7.97,12.58,3.2,121.1262,14.2726,"2023-11-18 21:01:06.745195+08:00","Cabuyao"
"2023-11-18 21:01:08+08:00",2.0,240.33,0.0,0.37,81.54,1.09,2.36,3.45,0.08,123.2856,10.9506,"2023-11-18 21:01:08.678116+08:00","Cadiz"
"2023-11-18 21:01:11+08:00",1.0,211.95,0.0,1.46,46.49,0.46,0.57,0.75,0.31,124.6472,8.4822,"2023-11-18 21:01:11.319972+08:00","Cagayan de Oro"
"2023-11-18 21:01:13+08:00",2.0,337.12,0.0,4.58,85.12,5.19,7.42,10.57,0.91,120.8133,13.9324,"2023-11-18 21:01:13.498595+08:00","Calaca"
"2023-11-18 21:01:14+08:00",2.0,433.92,0.0,10.11,85.83,9.54,7.97,12.58,3.2,121.1653,14.2117,"2023-11-18 21:01:15.172712+08:00","Calamba"
"2023-11-18 21:01:17+08:00",2.0,347.14,0.0,4.97,90.84,4.95,8.29,11.2,0.21,121.1803,13.4117,"2023-11-18 21:01:17.961231+08:00","Calapan"
"2023-11-18 21:01:20+08:00",2.0,226.97,0.0,0.55,67.95,3.28,2.83,3.25,0.15,124.6,12.0667,"2023-11-18 21:01:20.938910+08:00","Calbayog City"
"2023-11-18 21:01:22+08:00",2.0,363.83,0.0,4.5,88.69,2.86,8.32,11.58,2.31,120.9667,14.65,"2023-11-18 21:01:22.496538+08:00","Caloocan City"
"2023-11-18 21:01:25+08:00",2.0,263.69,0.0,1.2,67.23,0.92,10.08,13.55,1.16,120.4517,17.1947,"2023-11-18 21:01:25.551282+08:00","Candon"
"2023-11-18 21:01:27+08:00",1.0,327.11,0.0,4.63,44.7,1.04,4.42,5.16,1.82,123.1964,10.3864,"2023-11-18 21:01:27.961672+08:00","Canlaon"
"2023-11-18 21:01:29+08:00",1.0,247.0,0.0,1.86,50.07,1.39,3.12,4.25,1.25,123.6402,10.1061,"2023-11-18 21:01:29.957936+08:00","Carcar"
"2023-11-18 21:01:31+08:00",2.0,433.92,0.0,10.11,85.83,9.54,7.97,12.58,3.2,121.0576,14.3132,"2023-11-18 21:01:32.303540+08:00","Carmona"
"2023-11-18 21:01:33+08:00",1.0,223.64,0.0,0.9,59.37,1.12,2.12,2.41,0.38,124.8861,11.7753,"2023-11-18 21:01:34.004539+08:00","Catbalogan"
"2023-11-18 21:01:36+08:00",2.0,257.02,0.0,1.46,79.39,1.49,13.85,27.71,1.63,121.7725,16.9347,"2023-11-18 21:01:36.512129+08:00","Cauayan"
"2023-11-18 21:01:38+08:00",2.0,447.27,0.0,9.08,86.55,6.56,9.5,14.6,3.01,120.9169,14.4825,"2023-11-18 21:01:38.251900+08:00","Cavite City"
"2023-11-18 21:01:39+08:00",1.0,273.71,0.0,2.61,38.62,1.64,3.58,4.43,1.68,123.8907,10.3167,"2023-11-18 21:01:39.712319+08:00","Cebu City"
"2023-11-18 21:01:41+08:00",2.0,357.15,0.0,4.8,85.83,4.35,7.17,10.4,1.93,121.1,14.6333,"2023-11-18 21:01:42.338227+08:00","City of Marikina"
"2023-11-18 21:01:44+08:00",2.0,330.45,0.0,1.25,82.25,1.39,6.13,6.25,0.17,123.5833,12.3333,"2023-11-18 21:01:44.603832+08:00","City of Masbate"
"2023-11-18 21:01:47+08:00",2.0,310.42,0.0,2.14,66.52,0.75,4.34,4.8,0.94,122.65,11.15,"2023-11-18 21:01:47.329321+08:00","City of Passi"
"2023-11-18 21:01:49+08:00",2.0,367.17,0.0,1.22,85.12,2.68,9.46,9.86,0.25,123.9833,12.9833,"2023-11-18 21:01:49.267645+08:00","City of Sorsogon"
"2023-11-18 21:01:50+08:00",1.0,387.19,0.0,5.83,14.66,0.89,8.68,10.81,4.18,124.2464,7.2236,"2023-11-18 21:01:50.879726+08:00","Cotabato"
"2023-11-18 21:01:53+08:00",2.0,247.0,0.0,0.88,86.55,2.03,12.14,27.86,0.12,121.5047,17.7061,"2023-11-18 21:01:53.413330+08:00","Dagupan"
"2023-11-18 21:01:55+08:00",1.0,220.3,0.0,1.39,46.49,0.8,1.42,1.53,0.36,124.0272,10.5208,"2023-11-18 21:01:55.303570+08:00","Danao"
"2023-11-18 21:01:57+08:00",1.0,273.71,0.0,2.61,38.62,1.64,3.58,4.43,1.68,123.9469,10.2706,"2023-11-18 21:01:57.312220+08:00","Dapitan"
"2023-11-18 21:01:58+08:00",2.0,487.33,0.0,10.63,85.12,8.35,8.86,13.63,3.2,120.9367,14.3294,"2023-11-18 21:01:59.248528+08:00","Dasmariñas"
"2023-11-18 21:02:00+08:00",1.0,403.88,0.05,8.91,5.81,1.49,6.81,8.16,1.43,125.6128,7.0731,"2023-11-18 21:02:01.026330+08:00","Davao"
"2023-11-18 21:02:03+08:00",1.0,403.88,0.01,7.2,12.7,0.86,9.02,10.28,2.28,125.3572,6.7497,"2023-11-18 21:02:03.489795+08:00","Digos"
"2023-11-18 21:02:05+08:00",2.0,273.71,0.0,2.83,62.94,0.57,2.77,2.84,0.14,123.3414,8.5894,"2023-11-18 21:02:05.990746+08:00","Dipolog"
"2023-11-18 21:02:08+08:00",1.0,267.03,0.0,2.31,47.21,0.92,3.44,3.86,1.06,123.3081,9.3103,"2023-11-18 21:02:08.710298+08:00","Dumaguete"
"2023-11-18 21:02:10+08:00",1.0,213.62,0.0,0.57,52.93,0.07,0.5,0.53,0.32,124.5225,8.5631,"2023-11-18 21:02:10.594322+08:00","El Salvador"
"2023-11-18 21:02:12+08:00",2.0,233.65,0.0,0.29,79.39,1.83,2.65,3.97,0.0,123.4992,10.8403,"2023-11-18 21:02:12.799773+08:00","Escalante"
"2023-11-18 21:02:15+08:00",2.0,370.5,0.0,3.94,75.82,1.15,6.88,8.33,2.5,120.9464,15.3072,"2023-11-18 21:02:15.232805+08:00","Gapan"
"2023-11-18 21:02:17+08:00",1.0,420.57,0.0,5.66,12.52,0.81,7.48,8.51,3.42,125.1717,6.1128,"2023-11-18 21:02:17.579468+08:00","General Santos"
"2023-11-18 21:02:20+08:00",2.0,487.33,0.0,10.63,85.12,8.35,8.86,13.63,3.2,120.8817,14.3869,"2023-11-18 21:02:20.333878+08:00","General Trias"
"2023-11-18 21:02:22+08:00",1.0,200.27,0.0,0.34,48.64,0.07,0.5,0.58,0.17,125.1167,8.8333,"2023-11-18 21:02:23.624754+08:00","Gingoog City"
"2023-11-18 21:02:26+08:00",2.0,290.39,0.0,2.61,63.66,0.9,2.82,3.18,0.94,122.8706,10.0989,"2023-11-18 21:02:26.361477+08:00","Himamaylan"
"2023-11-18 21:02:27+08:00",2.0,287.06,0.0,2.1,80.82,1.73,12.99,26.75,2.57,121.8892,17.1485,"2023-11-18 21:02:27.837133+08:00","Ilagan"
"2023-11-18 21:02:29+08:00",1.0,226.97,0.0,1.44,55.79,0.77,0.79,0.95,0.39,124.4,8.25,"2023-11-18 21:02:30.081970+08:00","Iligan City"
"2023-11-18 21:02:32+08:00",2.0,307.08,0.0,1.8,71.53,0.55,3.43,3.6,0.67,122.55,10.75,"2023-11-18 21:02:32.317062+08:00","Iloilo City"
"2023-11-18 21:02:33+08:00",2.0,447.27,0.0,9.08,86.55,6.56,9.5,14.6,3.01,120.9367,14.4297,"2023-11-18 21:02:34.173037+08:00","Imus"
"2023-11-18 21:02:36+08:00",2.0,337.12,0.0,1.13,80.82,3.87,14.56,16.03,0.35,123.4167,13.4167,"2023-11-18 21:02:36.894738+08:00","Iriga City"
"2023-11-18 21:02:38+08:00",2.0,267.03,0.0,1.67,72.24,1.0,2.34,2.71,0.63,122.9888,10.2048,"2023-11-18 21:02:39.083783+08:00","Isabela"
"2023-11-18 21:02:40+08:00",1.0,323.77,0.0,3.47,50.78,0.7,3.81,4.2,1.33,122.8122,9.9889,"2023-11-18 21:02:40.893499+08:00","Kabankalan"
"2023-11-18 21:02:42+08:00",2.0,607.49,0.03,11.14,9.3,1.51,19.82,22.37,8.49,125.0894,7.0083,"2023-11-18 21:02:43.092259+08:00","Kidapawan"
"2023-11-18 21:02:44+08:00",2.0,547.41,0.01,7.63,12.16,1.12,15.09,17.52,6.4,124.8469,6.5031,"2023-11-18 21:02:45.064337+08:00","Koronadal"
"2023-11-18 21:02:46+08:00",2.0,260.35,0.0,1.08,77.25,0.78,2.2,2.63,0.28,122.9208,10.4233,"2023-11-18 21:02:46.522170+08:00","La Carlota"
"2023-11-18 21:02:48+08:00",1.0,283.72,0.0,5.27,26.82,1.3,4.51,5.12,5.57,125.7022,6.0872,"2023-11-18 21:02:49.272125+08:00","Lamitan"
"2023-11-18 21:02:50+08:00",2.0,243.66,0.0,0.84,95.84,2.0,11.38,23.81,0.08,120.5936,18.1989,"2023-11-18 21:02:52.600891+08:00","Laoag"
"2023-11-18 21:02:55+08:00",1.0,273.71,0.0,2.61,38.62,1.64,3.58,4.43,1.68,123.9494,10.3103,"2023-11-18 21:02:55.549674+08:00","Lapu-Lapu City"
"2023-11-18 21:02:57+08:00",2.0,447.27,0.0,9.08,86.55,6.56,9.5,14.6,3.01,120.9828,14.4506,"2023-11-18 21:02:57.440523+08:00","Las Piñas"
"2023-11-18 21:02:59+08:00",2.0,353.81,0.0,1.29,81.54,4.77,11.0,11.53,0.3,123.7333,13.1333,"2023-11-18 21:02:59.752875+08:00","Legazpi City"
"2023-11-18 21:03:02+08:00",2.0,350.48,0.0,1.03,85.83,4.83,13.7,14.58,0.31,123.5325,13.2403,"2023-11-18 21:03:02.374544+08:00","Ligao"
"2023-11-18 21:03:04+08:00",2.0,330.45,0.0,2.83,87.98,2.53,7.39,10.99,1.06,121.1667,13.95,"2023-11-18 21:03:04.369076+08:00","Lipa City"
"2023-11-18 21:03:06+08:00",2.0,297.07,0.0,1.61,65.8,0.65,3.8,4.0,0.6,122.5967,10.8794,"2023-11-18 21:03:06.786291+08:00","Lucena"
"2023-11-18 21:03:08+08:00",2.0,297.07,0.0,1.61,65.8,0.65,3.8,4.0,0.6,122.4347,10.8925,"2023-11-18 21:03:08.781367+08:00","Maasin"
"2023-11-18 21:03:10+08:00",2.0,433.92,0.0,5.36,65.09,1.1,7.3,8.96,3.07,120.5736,15.2216,"2023-11-18 21:03:11.074169+08:00","Mabalacat City"
"2023-11-18 21:03:13+08:00",2.0,921.25,0.0,27.76,58.65,20.98,22.09,31.61,10.13,121.0327,14.5503,"2023-11-18 21:03:13.514669+08:00","Makati City"
"2023-11-18 21:03:14+08:00",2.0,413.9,0.0,4.28,72.96,2.33,7.09,8.32,2.15,119.9379,15.6361,"2023-11-18 21:03:15.088474+08:00","Malabon"
"2023-11-18 21:03:16+08:00",2.0,387.19,0.01,6.94,9.12,1.16,10.96,12.8,7.41,125.0833,8.15,"2023-11-18 21:03:17.072994+08:00","Malaybalay"
"2023-11-18 21:03:18+08:00",2.0,317.1,0.0,2.36,88.69,1.18,7.31,8.88,1.6,120.8117,14.8419,"2023-11-18 21:03:18.715640+08:00","Malolos"
"2023-11-18 21:03:20+08:00",2.0,921.25,0.0,27.76,58.65,20.98,22.09,31.61,10.13,121.0409,14.5832,"2023-11-18 21:03:21.067067+08:00","Mandaluyong City"
"2023-11-18 21:03:23+08:00",1.0,273.71,0.0,2.61,38.62,1.64,3.58,4.43,1.68,123.9333,10.3333,"2023-11-18 21:03:23.234218+08:00","Mandaue City"
"2023-11-18 21:03:24+08:00",2.0,363.83,0.0,4.5,88.69,2.86,8.32,11.58,2.31,120.9822,14.6042,"2023-11-18 21:03:24.943789+08:00","Manila"
"2023-11-18 21:03:26+08:00",2.0,574.11,0.0,17.99,27.18,4.47,14.83,17.14,29.13,124.2928,7.9986,"2023-11-18 21:03:26.809908+08:00","Marawi"
"2023-11-18 21:03:28+08:00",1.0,195.27,0.0,0.9,58.65,0.31,0.73,0.87,0.06,125.4708,9.7339,"2023-11-18 21:03:28.987115+08:00","Mati"
"2023-11-18 21:03:30+08:00",2.0,363.83,0.0,4.5,88.69,2.86,8.32,11.58,2.31,120.9608,14.7369,"2023-11-18 21:03:30.933007+08:00","Meycauayan"
"2023-11-18 21:03:32+08:00",2.0,307.08,0.0,1.86,77.96,0.62,4.57,5.3,1.17,120.9031,15.7161,"2023-11-18 21:03:32.825862+08:00","Muñoz"
"2023-11-18 21:03:35+08:00",2.0,303.75,0.0,0.71,90.12,1.73,12.2,15.53,0.0,123.1814,13.6192,"2023-11-18 21:03:35.455132+08:00","Naga"
"2023-11-18 21:03:36+08:00",2.0,363.83,0.0,4.5,88.69,2.86,8.32,11.58,2.31,120.95,14.6667,"2023-11-18 21:03:37.179494+08:00","Navotas"
"2023-11-18 21:03:39+08:00",2.0,390.53,0.0,4.63,72.96,2.35,7.72,9.22,1.63,120.2828,14.8292,"2023-11-18 21:03:39.604599+08:00","Olongapo"
"2023-11-18 21:03:41+08:00",1.0,216.96,0.0,1.46,41.13,0.37,1.37,1.71,0.63,124.6075,11.0064,"2023-11-18 21:03:41.361245+08:00","Ormoc"
"2023-11-18 21:03:43+08:00",2.0,230.31,0.0,0.72,65.8,0.06,1.01,1.07,0.13,123.8044,8.4858,"2023-11-18 21:03:44.069918+08:00","Oroquieta"
"2023-11-18 21:03:45+08:00",1.0,233.65,0.0,1.84,47.21,0.26,0.9,1.16,0.56,123.8333,8.15,"2023-11-18 21:03:46.213892+08:00","Ozamiz City"
"2023-11-18 21:03:47+08:00",1.0,323.77,0.0,3.98,17.35,0.69,4.79,5.71,2.98,123.43700000000001,7.8257,"2023-11-18 21:03:47.972401+08:00","Pagadian"
"2023-11-18 21:03:49+08:00",2.0,330.45,0.0,2.68,73.67,0.79,6.0,6.77,1.9,121.0833,15.55,"2023-11-18 21:03:50.134499+08:00","Palayan City"
"2023-11-18 21:03:52+08:00",1.0,387.19,0.03,7.54,5.05,1.15,8.18,9.51,1.57,125.6842,7.3081,"2023-11-18 21:03:52.330207+08:00","Panabo"
"2023-11-18 21:03:53+08:00",2.0,921.25,0.0,27.76,58.65,20.98,22.09,31.61,10.13,121.0175,14.4816,"2023-11-18 21:03:53.670181+08:00","Paranaque City"
"2023-11-18 21:03:55+08:00",2.0,921.25,0.0,27.76,58.65,20.98,22.09,31.61,10.13,121.065,14.587,"2023-11-18 21:03:55.324505+08:00","Pasig"
"2023-11-18 21:03:57+08:00",2.0,253.68,0.0,1.37,63.66,0.51,1.93,5.67,0.29,118.7333,9.7333,"2023-11-18 21:03:57.227367+08:00","Puerto Princesa City"
"2023-11-18 21:03:59+08:00",2.0,357.15,0.0,4.8,85.83,4.35,7.17,10.4,1.93,121.0333,14.6333,"2023-11-18 21:03:59.519658+08:00","Quezon City"
"2023-11-18 21:04:00+08:00",2.0,257.02,0.0,1.27,82.25,1.68,13.69,29.34,0.72,121.6201,17.1189,"2023-11-18 21:04:01.152256+08:00","Roxas"
"2023-11-18 21:04:04+08:00",2.0,233.65,0.0,0.29,79.39,1.83,2.65,3.97,0.0,123.4242,10.9447,"2023-11-18 21:04:04.470783+08:00","Sagay"
"2023-11-18 21:04:05+08:00",2.0,313.76,0.0,2.42,83.69,1.28,6.95,8.73,1.31,120.5431,14.7678,"2023-11-18 21:04:06.137148+08:00","Samal"
"2023-11-18 21:04:08+08:00",2.0,320.44,0.0,2.16,76.53,0.69,5.26,5.96,1.44,120.8931,15.5448,"2023-11-18 21:04:08.882176+08:00","San Carlos"
"2023-11-18 21:04:09+08:00",2.0,413.9,0.0,2.87,75.1,1.54,15.75,17.77,1.9,120.3166,16.6159,"2023-11-18 21:04:10.213737+08:00","San Fernando"
"2023-11-18 21:04:12+08:00",2.0,257.02,0.0,1.17,87.26,2.12,11.89,30.82,0.58,121.8712,17.8927,"2023-11-18 21:04:12.757148+08:00","San Jose"
"2023-11-18 21:04:14+08:00",2.0,280.38,0.0,1.41,87.98,0.83,5.98,7.31,0.72,121.0453,14.8139,"2023-11-18 21:04:15.023258+08:00","San Jose del Monte"
"2023-11-18 21:04:16+08:00",2.0,260.35,0.0,1.36,85.83,1.34,9.88,16.13,1.03,120.4583,17.7422,"2023-11-18 21:04:17.060132+08:00","San Juan"
"2023-11-18 21:04:19+08:00",2.0,370.5,0.0,4.28,80.11,2.12,8.31,10.44,2.69,120.6197,14.9696,"2023-11-18 21:04:19.579326+08:00","San Pablo"
"2023-11-18 21:04:21+08:00",2.0,280.38,0.0,2.01,78.68,1.8,11.91,24.36,2.19,121.8833,17.2,"2023-11-18 21:04:21.718523+08:00","San Pedro"
"2023-11-18 21:04:23+08:00",2.0,320.44,0.0,2.16,76.53,0.69,5.26,5.96,1.44,120.9378,15.4238,"2023-11-18 21:04:24.018141+08:00","Santa Rosa"
"2023-11-18 21:04:25+08:00",2.0,250.34,0.0,0.87,84.4,1.19,10.85,16.77,0.5,120.4449,17.2939,"2023-11-18 21:04:26.204104+08:00","Santiago"
"2023-11-18 21:04:28+08:00",2.0,260.35,0.0,1.46,82.25,1.86,13.84,31.12,0.9,121.7645,17.3997,"2023-11-18 21:04:28.381159+08:00","Santo Tomas"
"2023-11-18 21:04:30+08:00",2.0,267.03,0.0,1.04,77.96,0.48,2.43,2.85,0.24,122.9667,10.8,"2023-11-18 21:04:31.065666+08:00","Silay City"
"2023-11-18 21:04:33+08:00",2.0,253.68,0.0,1.41,68.67,0.51,1.71,1.83,0.43,122.4042,9.7519,"2023-11-18 21:04:33.746234+08:00","Sipalay"
"2023-11-18 21:04:36+08:00",1.0,195.27,0.0,0.9,58.65,0.31,0.73,0.87,0.06,125.5,9.75,"2023-11-18 21:04:36.240525+08:00","Surigao City"
"2023-11-18 21:04:38+08:00",2.0,333.79,0.0,0.95,80.11,3.93,11.69,12.42,0.16,123.7336,13.3586,"2023-11-18 21:04:38.728595+08:00","Tabaco"
"2023-11-18 21:04:41+08:00",2.0,250.34,0.0,0.98,81.54,1.7,12.8,28.19,0.32,121.4443,17.4189,"2023-11-18 21:04:41.258254+08:00","Tabuk"
"2023-11-18 21:04:43+08:00",1.0,210.29,0.0,1.32,35.76,0.26,1.36,1.69,0.49,125.0,11.25,"2023-11-18 21:04:43.644004+08:00","Tacloban City"
"2023-11-18 21:04:45+08:00",2.0,567.44,0.03,8.48,8.58,1.01,16.72,18.91,6.84,124.6764,6.6925,"2023-11-18 21:04:45.953647+08:00","Tacurong"
"2023-11-18 21:04:47+08:00",2.0,393.87,0.0,7.37,83.69,8.23,7.95,11.41,1.57,120.9337,14.1059,"2023-11-18 21:04:47.995390+08:00","Tagaytay City"
"2023-11-18 21:04:49+08:00",2.0,921.25,0.0,27.76,58.65,20.98,22.09,31.61,10.13,121.0792,14.5243,"2023-11-18 21:04:49.735748+08:00","Taguig"
"2023-11-18 21:04:51+08:00",2.0,293.73,0.0,0.63,92.98,0.69,12.22,18.55,0.0,122.9226,14.1343,"2023-11-18 21:04:52.117481+08:00","Talisay"
"2023-11-18 21:04:54+08:00",2.0,360.49,0.0,6.0,85.12,7.39,7.79,11.73,1.38,121.1498,14.0863,"2023-11-18 21:04:54.405476+08:00","Tanauan"
"2023-11-18 21:04:55+08:00",1.0,195.27,0.0,1.01,35.05,0.16,0.87,1.23,0.3,126.1986,9.0783,"2023-11-18 21:04:55.748346+08:00","Tandag"
"2023-11-18 21:04:57+08:00",2.0,267.03,0.0,1.04,77.96,0.48,2.43,2.85,0.24,122.9306,10.6339,"2023-11-18 21:04:57.806979+08:00","Tangub"
"2023-11-18 21:04:59+08:00",1.0,236.99,0.0,0.71,59.37,0.26,2.2,2.37,0.56,123.1583,9.5153,"2023-11-18 21:04:59.301519+08:00","Tanjay"
"2023-11-18 21:05:00+08:00",2.0,400.54,0.0,4.8,62.94,1.07,6.75,7.97,3.93,120.5986,15.4889,"2023-11-18 21:05:00.880536+08:00","Tarlac City"
"2023-11-18 21:05:04+08:00",2.0,310.42,0.0,1.56,89.41,1.13,6.58,10.05,0.17,121.5911,14.0289,"2023-11-18 21:05:04.498216+08:00","Tayabas"
"2023-11-18 21:05:05+08:00",2.0,233.65,0.0,0.88,62.23,0.91,2.57,3.09,0.45,123.6333,10.3833,"2023-11-18 21:05:05.933134+08:00","Toledo City"
"2023-11-18 21:05:08+08:00",2.0,263.69,0.0,1.33,85.83,2.18,12.8,31.64,0.91,121.7269,17.6131,"2023-11-18 21:05:08.858778+08:00","Tuguegarao"
"2023-11-18 21:05:10+08:00",2.0,453.95,0.0,7.8,62.23,2.24,11.0,12.55,6.14,120.5711,15.9761,"2023-11-18 21:05:11.136999+08:00","Urdaneta"
"2023-11-18 21:05:13+08:00",1.0,226.97,0.0,1.46,47.92,0.62,1.64,1.82,0.62,124.5725,11.1089,"2023-11-18 21:05:13.706049+08:00","Valencia"
"2023-11-18 21:05:15+08:00",2.0,363.83,0.0,4.5,88.69,2.86,8.32,11.58,2.31,120.9667,14.7,"2023-11-18 21:05:15.385595+08:00","Valenzuela"
"2023-11-18 21:05:17+08:00",2.0,260.35,0.0,0.68,81.54,0.6,2.37,2.98,0.18,123.0778,10.9,"2023-11-18 21:05:17.324782+08:00","Victorias"
"2023-11-18 21:05:19+08:00",2.0,253.68,0.0,1.07,88.69,1.31,9.49,15.38,0.48,120.3869,17.5747,"2023-11-18 21:05:19.801368+08:00","Vigan"
"2023-11-18 21:05:21+08:00",1.0,487.33,0.0,20.05,29.68,4.77,7.38,8.23,8.87,122.0696,6.9135,"2023-11-18 21:05:21.420085+08:00","Zamboanga City"
"2023-11-19 00:00:00+08:00",2.0,453.95,0.0,8.23,57.22,5.6,11.3,12.89,6.02,119.9811,16.1561,"2023-11-19 00:00:01.044694+08:00","Alaminos"
"2023-11-19 00:00:04+08:00",2.0,343.8,0.0,3.6,65.09,1.03,7.25,8.81,1.82,120.5833,15.15,"2023-11-19 00:00:04.798493+08:00","Angeles City"
"2023-11-19 00:00:08+08:00",2.0,273.71,0.0,1.44,73.67,0.68,6.43,8.35,0.75,121.19,15.6181,"2023-11-19 00:00:08.540338+08:00","Antipolo"
"2023-11-19 00:00:13+08:00",2.0,360.49,0.0,1.11,82.25,1.4,10.86,11.12,0.19,123.5085,12.2285,"2023-11-19 00:00:14.191364+08:00","Bacolod"
"2023-11-19 00:00:18+08:00",2.0,360.49,0.0,5.44,86.55,3.79,6.14,10.01,2.28,120.929,14.459000000000001,"2023-11-19 00:00:20.769464+08:00","Bacoor"
"2023-11-19 00:00:24+08:00",2.0,267.03,0.0,1.1,78.68,0.95,2.59,3.02,0.3,122.8333,10.5333,"2023-11-19 00:00:24.847153+08:00","Bago City"
"2023-11-19 00:00:26+08:00",2.0,540.73,0.0,6.94,35.05,1.94,21.46,24.23,4.81,120.5931,16.4164,"2023-11-19 00:00:27.416581+08:00","Baguio"
"2023-11-19 00:00:29+08:00",1.0,233.65,0.0,0.9,54.36,0.33,2.54,2.67,0.55,123.1228,9.5911,"2023-11-19 00:00:29.537694+08:00","Bais"
"2023-11-19 00:00:31+08:00",2.0,360.49,0.0,3.68,81.54,1.94,7.16,9.08,1.85,120.5361,14.6761,"2023-11-19 00:00:32.061021+08:00","Balanga"
"2023-11-19 00:00:33+08:00",2.0,233.65,0.0,0.65,94.41,1.77,11.55,23.37,0.11,120.5649,18.0554,"2023-11-19 00:00:33.763873+08:00","Batac City"
"2023-11-19 00:00:35+08:00",2.0,337.12,0.0,5.06,78.68,3.13,6.36,10.04,1.98,121.05,13.75,"2023-11-19 00:00:35.679925+08:00","Batangas City"
"2023-11-19 00:00:38+08:00",1.0,257.02,0.0,1.39,46.49,0.28,2.91,3.11,1.06,122.8011,9.3636,"2023-11-19 00:00:40.129885+08:00","Bayawan"
"2023-11-19 00:00:42+08:00",2.0,280.38,0.0,0.57,95.84,3.49,11.87,13.37,0.0,123.7135,13.4083,"2023-11-19 00:00:42.404222+08:00","Baybay"
"2023-11-19 00:00:44+08:00",1.0,236.99,0.0,1.95,15.02,0.29,1.68,2.09,0.74,125.7675,8.7561,"2023-11-19 00:00:44.513660+08:00","Bayugan"
